,Config,Acc.,BOPs,Sparsity,Neff,aIQ,Layer#1,Layer#2,Layer#3,Layer#4,ILP,Synth,LUT,FF,BRAM,URAM,DSP,Latency
250,w6a9_w4a7_w4a7_w4a7,0.7634666666666666,235571.88098176333,33.17384370015949,0.45121040496954906,1.0112371716785784,6,4,4,4,0,1,43554,9854,1.5,0,170,80
251,w6a9_w4a7_w4a7_w5a8,0.7658791666666667,241412.5948717949,29.87012987012987,0.4979554320010955,1.0274168879394827,6,4,4,5,0,0,0,0,0.0,0,0,0
252,w6a9_w4a7_w4a7_w6a9,0.7640333333333333,234129.62830111067,33.697881066302116,0.5084247505216473,1.0298254912089273,6,4,4,6,0,0,0,0,0.0,0,0,0
253,w6a9_w4a7_w4a7_w7a10,0.7634166666666666,236771.38911284794,33.49282296650718,0.5624713768473687,1.0462531257245344,6,4,4,7,0,0,0,0,0.0,0,0,0
254,w6a9_w4a7_w4a7_w8a11,0.7633833333333333,239855.74419306187,31.6017316017316,0.5888453810894382,1.0542082046471657,6,4,4,8,0,0,0,0,0.0,0,0,0
255,w6a9_w4a7_w5a8_w4a7,0.7664125,253710.60074043603,25.404420141262246,0.43704767308827663,1.008079805335258,6,4,5,4,0,0,0,0,0.0,0,0,0
256,w6a9_w4a7_w5a8_w5a8,0.7658375,249594.01069518717,28.38915470494418,0.49797148973779604,1.0274018048429383,6,4,5,5,0,0,0,0,0.0,0,0,0
257,w6a9_w4a7_w5a8_w6a9,0.765775,246735.96884683942,30.052403736614263,0.47259930260329125,1.0192955064930056,6,4,5,6,0,0,0,0,0.0,0,0,0
258,w6a9_w4a7_w5a8_w7a10,0.766125,259921.92052653228,23.171565276828435,0.49978118590560694,1.0281118837667755,6,4,5,7,0,0,0,0,0.0,0,0,0
259,w6a9_w4a7_w5a8_w8a11,0.7644,254514.57869189634,26.771474139895194,0.5550145944100151,1.0444367757450874,6,4,5,8,0,0,0,0,0.0,0,0,0
260,w6a9_w4a7_w6a9_w4a7,0.7657,269167.6880296174,20.050125313283207,0.4942421532755283,1.0261561076285963,6,4,6,4,0,1,54310,10583,1.5,0,227,80
261,w6a9_w4a7_w6a9_w5a8,0.765075,258715.85092554506,27.09045340624288,0.5207459065421713,1.0341802846788661,6,4,6,5,0,0,0,0,0.0,0,0,0
262,w6a9_w4a7_w6a9_w6a9,0.7653541666666667,256482.96700946108,29.756208703577126,0.4919880097256028,1.0252741714031803,6,4,6,6,0,0,0,0,0.0,0,0,0
263,w6a9_w4a7_w6a9_w7a10,0.7657666666666667,263308.4814479638,25.882889040783777,0.5513798998344949,1.0439649214138467,6,4,6,7,0,0,0,0,0.0,0,0,0
264,w6a9_w4a7_w6a9_w8a11,0.7642625,261834.75178938708,26.680337206652997,0.5841836443659124,1.0532118773232728,6,4,6,8,0,0,0,0,0.0,0,0,0
265,w6a9_w4a7_w7a10_w4a7,0.7645166666666666,278318.22339229396,18.45522898154477,0.474289175107399,1.0192198663498844,6,4,7,4,0,0,0,0,0.0,0,0,0
266,w6a9_w4a7_w7a10_w5a8,0.7648083333333333,263606.704949952,27.91068580542265,0.521313448970662,1.0342300155688497,6,4,7,5,0,0,0,0,0.0,0,0,0
267,w6a9_w4a7_w7a10_w6a9,0.76555,268925.24711367063,26.201868307131466,0.5151578578362959,1.0326630620169266,6,4,7,6,0,0,0,0,0.0,0,0,0
268,w6a9_w4a7_w7a10_w7a10,0.7657916666666666,271003.1085150144,26.634768740031898,0.48545796872874386,1.023412524361783,6,4,7,7,0,0,0,0,0.0,0,0,0
269,w6a9_w4a7_w7a10_w8a11,0.7637083333333333,258244.81250514195,33.62952836637047,0.5981099992187976,1.057127746178834,6,4,7,8,0,0,0,0,0.0,0,0,0
270,w6a9_w4a7_w8a11_w4a7,0.7622875,273703.63735088444,25.541125541125542,0.5048550910679022,1.0278622592114375,6,4,8,4,0,1,43446,9310,1.5,0,597,80
271,w6a9_w4a7_w8a11_w5a8,0.765825,281593.0278349102,23.194349510138984,0.509227702495877,1.0309381696652415,6,4,8,5,0,0,0,0,0.0,0,0,0
272,w6a9_w4a7_w8a11_w6a9,0.76335,276899.27766351297,25.723399407609932,0.567230622979246,1.0476694631051677,6,4,8,6,0,0,0,0,0.0,0,0,0
273,w6a9_w4a7_w8a11_w7a10,0.7646125,269709.4897573015,30.872636135794032,0.48782633575696377,1.023591914936864,6,4,8,7,0,0,0,0,0.0,0,0,0
274,w6a9_w4a7_w8a11_w8a11,0.7649416666666666,278740.0801864802,26.270221007063114,0.5126062283496025,1.0315732960390063,6,4,8,8,0,0,0,0,0.0,0,0,0
275,w6a9_w5a8_w4a7_w4a7,0.7665083333333333,268193.06622788974,24.105718842560947,0.4381670057166468,1.0084949746554994,6,5,4,4,1,1,52960,9734,1.5,0,182,80
276,w6a9_w5a8_w4a7_w5a8,0.7655625,263708.0904977376,27.04488493962178,0.4840827964361293,1.0228628842409886,6,5,4,5,0,0,0,0,0.0,0,0,0
277,w6a9_w5a8_w4a7_w6a9,0.7660333333333333,271322.8180447004,22.57917521075416,0.5177465916204619,1.033702594399184,6,5,4,6,0,0,0,0,0.0,0,0,0
278,w6a9_w5a8_w4a7_w7a10,0.7660166666666667,280235.526669409,19.43495101389838,0.554440751381731,1.0450171421813004,6,5,4,7,0,0,0,0,0.0,0,0,0
279,w6a9_w5a8_w4a7_w8a11,0.7657083333333333,278033.8845468257,21.00706311232627,0.5284732212022891,1.0368836919716993,6,5,4,8,0,0,0,0,0.0,0,0,0
280,w6a9_w5a8_w5a8_w4a7,0.7672416666666667,286744.04936240235,17.885623148781043,0.4242538747552564,1.0042861525904203,6,5,5,4,0,1,57578,10654,1.5,0,188,75
281,w6a9_w5a8_w5a8_w5a8,0.7670416666666666,289894.7527766351,16.24515835042151,0.4945173557840839,1.0268936713775032,6,5,5,5,0,0,0,0,0.0,0,0,0
282,w6a9_w5a8_w5a8_w6a9,0.7662708333333333,290021.1863430687,16.837548416495785,0.5369777145838217,1.039779509655451,6,5,5,6,0,0,0,0,0.0,0,0,0
283,w6a9_w5a8_w5a8_w7a10,0.7661541666666667,283901.8148909913,20.460241512873093,0.5102367265021903,1.0314125632950026,6,5,5,7,0,0,0,0,0.0,0,0,0
284,w6a9_w5a8_w5a8_w8a11,0.7668833333333334,289687.98793363495,18.295739348370926,0.5219903701142014,1.0354300272404278,6,5,5,8,0,0,0,0,0.0,0,0,0
285,w6a9_w5a8_w6a9_w4a7,0.7670291666666667,294418.13903743314,18.250170881749828,0.45999421804658597,1.0158565607287446,6,5,6,4,0,0,0,0,0.0,0,0,0
286,w6a9_w5a8_w6a9_w5a8,0.766425,279755.8733031674,25.60947824105719,0.5014414985793497,1.0287800238929943,6,5,6,5,0,0,0,0,0.0,0,0,0
287,w6a9_w5a8_w6a9_w6a9,0.7669041666666667,297227.10983134515,17.589428115743907,0.5093048095944026,1.0314808280034222,6,5,6,6,0,0,0,0,0.0,0,0,0
288,w6a9_w5a8_w6a9_w7a10,0.7666708333333333,304032.5528589058,14.69583048530417,0.528676216797386,1.037403651684785,6,5,6,7,0,0,0,0,0.0,0,0,0
289,w6a9_w5a8_w6a9_w8a11,0.7658041666666666,298687.36816125055,17.589428115743907,0.5620493048873982,1.0472354567488826,6,5,6,8,0,0,0,0,0.0,0,0,0
290,w6a9_w5a8_w7a10_w4a7,0.7668166666666667,307193.2121212121,15.128730918204603,0.47125406796617264,1.0193760980939466,6,5,7,4,0,1,58777,10988,1.5,0,412,85
291,w6a9_w5a8_w7a10_w5a8,0.766925,302443.33360756893,19.32102984734564,0.492903094231022,1.0263265156825603,6,5,7,5,0,0,0,0,0.0,0,0,0
292,w6a9_w5a8_w7a10_w6a9,0.7665833333333333,305214.33703551354,17.885623148781043,0.5081825765802545,1.0309748471699596,6,5,7,6,0,0,0,0,0.0,0,0,0
293,w6a9_w5a8_w7a10_w7a10,0.7658125,301191.0906348553,20.551378446115287,0.5254758420453863,1.0360030967449274,6,5,7,7,0,0,0,0,0.0,0,0,0
294,w6a9_w5a8_w7a10_w8a11,0.7668416666666666,308084.46455505275,17.931191615402142,0.5175226834955322,1.0340191802663237,6,5,7,8,0,0,0,0,0.0,0,0,0
295,w8a11_w8a11_w8a11_w8a11,0.7685208333333333,463482.55565610854,15.242652084757347,0.5104357589608599,1.0326115993408063,8,8,8,8,1,1,73400,18335,1.5,0,728,2690
296,w8a11_w8a11_w8a11_w7a10,0.7683541666666667,441707.03348416294,20.50580997949419,0.4678875624775986,1.0190532314064227,8,8,8,7,0,0,0,0,0.0,0,0,0
297,w8a11_w8a11_w8a11_w6a9,0.7694708333333333,434963.28687782807,21.75894281157439,0.45791431384898384,1.0163962526583123,8,8,8,6,0,0,0,0,0.0,0,0,0
298,w8a11_w8a11_w8a11_w5a8,0.7684791666666667,448959.21809954755,17.70334928229665,0.49682287130284014,1.0283182096478731,8,8,8,5,0,0,0,0,0.0,0,0,0
299,w8a11_w8a11_w8a11_w4a7,0.7687333333333334,457873.530015083,15.083162451583505,0.4580093784451463,1.0160607759329272,8,8,8,4,0,1,73400,18335,1.5,0,728,100
300,w8a11_w8a11_w7a10_w8a11,0.7684708333333333,450069.60274235567,15.69833675096833,0.5099604719306929,1.0324389663073328,8,8,7,8,0,0,0,0,0.0,0,0,0
301,w8a11_w8a11_w7a10_w7a10,0.7686583333333333,450754.5782531194,14.969241285030758,0.4810213918168127,1.0234004876811096,8,8,7,7,0,0,0,0,0.0,0,0,0
302,w8a11_w8a11_w7a10_w6a9,0.7688166666666667,435548.1475387357,18.364092048302574,0.521045126386486,1.0360588612282826,8,8,7,6,1,1,151219,31932,0.5,0,698,2660
303,w8a11_w8a11_w7a10_w5a8,0.7693916666666667,442113.0004113534,16.15402141717931,0.4994979198072875,1.0296022143667656,8,8,7,5,0,0,0,0,0.0,0,0,0
304,w8a11_w8a11_w7a10_w4a7,0.7687,442802.2671602907,16.586921850079744,0.48910321942540136,1.0259864893102753,8,8,7,4,0,0,0,0,0.0,0,0,0
305,w8a11_w8a11_w6a9_w8a11,0.76845,437089.4979843685,16.632490316700842,0.4906483181508887,1.0263539420835102,8,8,6,8,0,0,0,0,0.0,0,0,0
306,w8a11_w8a11_w6a9_w7a10,0.769575,436816.0013163307,15.561631351105035,0.46156141983780496,1.0176232951386022,8,8,6,7,0,0,0,0,0.0,0,0,0
307,w8a11_w8a11_w6a9_w6a9,0.7683166666666666,425818.48983957217,18.181818181818183,0.5173041120008363,1.0346565835473016,8,8,6,6,0,0,0,0,0.0,0,0,0
308,w8a11_w8a11_w6a9_w5a8,0.7690666666666667,435123.4948580831,15.994531784005469,0.470652890115196,1.0202909678334495,8,8,6,5,0,0,0,0,0.0,0,0,0
309,w8a11_w8a11_w6a9_w4a7,0.7687625,439618.59053887293,13.966735019366599,0.48700508253630514,1.0253521261537806,8,8,6,4,0,1,77832,17884,1.5,0,510,85
310,w8a11_w8a11_w5a8_w8a11,0.768725,422003.8344714109,17.931191615402142,0.4983626253509929,1.0289223501178433,8,8,5,8,0,0,0,0,0.0,0,0,0
311,w8a11_w8a11_w5a8_w7a10,0.7689625,424785.5510763746,16.381863750284804,0.5041301331829796,1.0308496648164147,8,8,5,7,0,0,0,0,0.0,0,0,0
312,w8a11_w8a11_w5a8_w6a9,0.7686166666666666,420394.8158508158,17.97676008202324,0.5022928530669865,1.0301060101855846,8,8,5,6,0,0,0,0,0.0,0,0,0
313,w8a11_w8a11_w5a8_w5a8,0.7689666666666667,419736.4144247909,17.01982228298018,0.482074165783689,1.0238862064521683,8,8,5,5,0,0,0,0,0.0,0,0,0
314,w8a11_w8a11_w5a8_w4a7,0.7687916666666667,420404.8506787331,16.70084301663249,0.4809949230171591,1.0234573024577311,8,8,5,4,0,0,0,0,0.0,0,0,0
315,w8a11_w8a11_w4a7_w8a11,0.7683625,402138.1002056767,22.7842333105491,0.44692610235558466,1.0122841594516105,8,8,4,8,0,0,0,0,0.0,0,0,0
316,w8a11_w8a11_w4a7_w7a10,0.7680291666666667,414990.35941313585,18.52358168147642,0.5147095261859628,1.0337102894567591,8,8,4,7,0,0,0,0,0.0,0,0,0
317,w8a11_w8a11_w4a7_w6a9,0.7688458333333333,403708.9232963115,21.09820004556847,0.4728724225369043,1.02089257317634,8,8,4,6,1,1,151219,31932,0.5,0,698,2660
318,w8a11_w8a11_w4a7_w5a8,0.7689083333333333,405970.686631016,19.936204146730464,0.5061343974606858,1.031451882321985,8,8,4,5,0,0,0,0,0.0,0,0,0
319,w8a11_w8a11_w4a7_w4a7,0.768625,405114.9277389277,19.822282980177718,0.4570179017504536,1.0156867370415656,8,8,4,4,0,1,64711,15789,1.5,0,697,85
320,w8a11_w7a10_w8a11_w8a11,0.768675,441235.0130810366,13.442697653223968,0.5247797952677713,1.0371498177406726,8,7,8,8,0,0,0,0,0.0,0,0,0
321,w8a11_w7a10_w8a11_w7a10,0.7688416666666666,436102.8457973399,14.42241968557758,0.514882694668261,1.0341536494938928,8,7,8,7,0,0,0,0,0.0,0,0,0
322,w8a11_w7a10_w8a11_w6a9,0.7687083333333333,426502.632551762,16.72362724994304,0.49782890395530227,1.0287462061096229,8,7,8,6,0,0,0,0,0.0,0,0,0
323,w8a11_w7a10_w8a11_w5a8,0.7686333333333333,422095.3413958591,17.47550694919116,0.4845317018570108,1.0245042704471128,8,7,8,5,0,0,0,0,0.0,0,0,0
324,w8a11_w7a10_w8a11_w4a7,0.768725,431405.5274921157,14.467988152198679,0.4915397443116776,1.0267696164670377,8,7,8,4,0,0,0,0,0.0,0,0,0
325,w8a11_w7a10_w7a10_w8a11,0.7689791666666667,431348.63831070886,12.781954887218046,0.5052411967359324,1.0312061013561173,8,7,7,8,0,0,0,0,0.0,0,0,0
326,w8a11_w7a10_w7a10_w7a10,0.7691208333333334,429609.101110654,13.351560719981773,0.48221521803815454,1.0240064373582882,8,7,7,7,0,0,0,0,0.0,0,0,0
327,w8a11_w7a10_w7a10_w6a9,0.7695041666666667,431278.0004936241,12.212349054454318,0.4736224097670802,1.0214560367378112,8,7,7,6,0,0,0,0,0.0,0,0,0
328,w8a11_w7a10_w7a10_w5a8,0.7686791666666667,417490.0916495269,16.131237183868762,0.4972739939492186,1.028557271023613,8,7,7,5,0,0,0,0,0.0,0,0,0
329,w8a11_w7a10_w7a10_w4a7,0.7686,420688.3883175648,14.786967418546366,0.48245947753896107,1.0238294589351304,8,7,7,4,0,1,74515,14133,1.5,0,452,80
330,w8a11_w7a10_w6a9_w8a11,0.7691625,419867.79563965445,13.852813852813853,0.532564390653365,1.039787722348484,8,7,6,8,0,0,0,0,0.0,0,0,0
331,w8a11_w7a10_w6a9_w7a10,0.7682833333333333,417468.2563554093,13.556618819776714,0.4856469278094932,1.024687577386002,8,7,6,7,0,0,0,0,0.0,0,0,0
332,w8a11_w7a10_w6a9_w6a9,0.7689833333333334,418857.95935828873,13.009797220323536,0.4833909561703375,1.0243128682380431,8,7,6,6,0,0,0,0,0.0,0,0,0
333,w8a11_w7a10_w6a9_w5a8,0.7688458333333333,415174.3183874949,13.69332421964001,0.4870139966826625,1.0253955759279232,8,7,6,5,0,0,0,0,0.0,0,0,0
334,w8a11_w7a10_w6a9_w4a7,0.7682708333333333,409141.74841628957,15.219867851446798,0.44964312695719244,1.0131214739686603,8,7,6,4,0,0,0,0,0.0,0,0,0
335,w8a11_w7a10_w5a8_w8a11,0.7683166666666666,408169.8619498149,13.830029619503303,0.501350853677228,1.029665066564591,8,7,5,8,0,0,0,0,0.0,0,0,0
336,w8a11_w7a10_w5a8_w7a10,0.7685875,398405.407486631,17.6805650489861,0.5117758630676298,1.0330623687961487,8,7,5,7,0,0,0,0,0.0,0,0,0
337,w8a11_w7a10_w5a8_w6a9,0.7687625,400863.64020293433,15.743905217589429,0.5229189781967744,1.0366145957227562,8,7,5,6,0,0,0,0,0.0,0,0,0
338,w8a11_w7a10_w5a8_w5a8,0.7690625,400185.11471273826,15.242652084757347,0.4831972536123385,1.024290012396783,8,7,5,5,0,0,0,0,0.0,0,0,0
339,w8a11_w7a10_w5a8_w4a7,0.7680958333333333,403960.80669134785,14.217361585782639,0.46193514539025354,1.0170110997984703,8,7,5,4,0,1,74224,12238,1.5,0,426,60
340,w8a11_w7a10_w4a7_w8a11,0.7669791666666667,390476.96146990266,18.819776714513555,0.524794556599131,1.0363467725949767,8,7,4,8,0,0,0,0,0.0,0,0,0
341,w8a11_w7a10_w4a7_w7a10,0.7686916666666667,389714.8024681201,17.885623148781043,0.4978801267627922,1.0287542689839888,8,7,4,7,0,0,0,0,0.0,0,0,0
342,w8a11_w7a10_w4a7_w6a9,0.7675375,381996.76051007817,22.03235361130098,0.4831260760003948,1.0235223252193384,8,7,4,6,0,0,0,0,0.0,0,0,0
343,w8a11_w7a10_w4a7_w5a8,0.7684166666666666,387091.02975455916,19.343814080656188,0.505163674905906,1.03091063730403,8,7,4,5,0,0,0,0,0.0,0,0,0
344,w8a11_w7a10_w4a7_w4a7,0.76795,386780.17649801174,18.409660514923672,0.43874243842492544,1.0094077634146341,8,7,4,4,0,0,0,0,0.0,0,0,0
345,w8a11_w6a9_w8a11_w8a11,0.7689625,402086.7668174962,16.74641148325359,0.480777832392386,1.023471816357197,8,6,8,8,0,0,0,0,0.0,0,0,0
346,w8a11_w6a9_w8a11_w7a10,0.769025,402721.9437817084,15.926179084073821,0.4963309736170427,1.028427683758427,8,6,8,7,0,0,0,0,0.0,0,0,0
347,w8a11_w6a9_w8a11_w6a9,0.7686208333333333,404160.2580008227,14.878104351788563,0.46607295715899966,1.0186021292946459,8,6,8,6,0,0,0,0,0.0,0,0,0
348,w8a11_w6a9_w8a11_w5a8,0.7683916666666667,386699.0940353764,20.20961494645705,0.48502578596796025,1.0245432156609493,8,6,8,5,0,0,0,0,0.0,0,0,0
349,w8a11_w6a9_w8a11_w4a7,0.7686208333333333,396941.6020841903,16.518569150148096,0.4956356675382438,1.0280125224229562,8,6,8,4,0,1,66817,11326,1.5,0,621,75
350,w8a11_w6a9_w7a10_w8a11,0.7685708333333333,397693.28221582336,14.832535885167465,0.5339211898098625,1.039925511079062,8,6,7,8,0,0,0,0,0.0,0,0,0
351,w8a11_w6a9_w7a10_w7a10,0.7684375,395781.39958864666,15.265436318067897,0.5111104340157234,1.0327824429368957,8,6,7,7,0,0,0,0,0.0,0,0,0
352,w8a11_w6a9_w7a10_w6a9,0.7693916666666667,399178.79391197045,13.556618819776714,0.4747970788805246,1.0217759064634684,8,6,7,6,0,0,0,0,0.0,0,0,0
353,w8a11_w6a9_w7a10_w5a8,0.7688041666666666,397945.2814479638,13.351560719981773,0.49143959109981555,1.026776435717482,8,6,7,5,0,0,0,0,0.0,0,0,0
354,w8a11_w6a9_w7a10_w4a7,0.7693291666666666,397689.86502125324,12.87309182046024,0.4614700182634475,1.0174720769232835,8,6,7,4,0,0,0,0,0.0,0,0,0
355,w8a11_w6a9_w6a9_w8a11,0.7690583333333333,384329.5934183463,16.24515835042151,0.523693788732883,1.036995925662318,8,6,6,8,0,0,0,0,0.0,0,0,0
356,w8a11_w6a9_w6a9_w7a10,0.7694625,391139.95952283003,13.214855320118478,0.5018602418448462,1.03037871540278,8,6,6,7,0,0,0,0,0.0,0,0,0
357,w8a11_w6a9_w6a9_w6a9,0.7684166666666666,389815.9177293295,13.374344953292322,0.4834193285598497,1.024045036296854,8,6,6,6,0,0,0,0,0.0,0,0,0
358,w8a11_w6a9_w6a9_w5a8,0.7689375,378458.7978609626,17.316017316017316,0.4935254317780143,1.0275002411570175,8,6,6,5,1,1,67390,12880,1.5,0,375,75
359,w8a11_w6a9_w6a9_w4a7,0.7680291666666667,378034.61028383387,16.359079516974255,0.4787216994263423,1.0223598125296287,8,6,6,4,0,1,66941,12685,1.5,0,422,75
360,w8a11_w6a9_w5a8_w8a11,0.768575,364874.1611956671,20.73365231259968,0.5022956324805903,1.030086762762468,8,6,5,8,0,0,0,0,0.0,0,0,0
361,w8a11_w6a9_w5a8_w7a10,0.7684125,377946.8627999451,15.44771018455229,0.5023814942741002,1.03003527212303,8,6,5,7,0,0,0,0,0.0,0,0,0
362,w8a11_w6a9_w5a8_w6a9,0.7686916666666667,376039.54257507203,14.581909318751425,0.5284279376067748,1.0382870025369644,8,6,5,6,0,0,0,0,0.0,0,0,0
363,w8a11_w6a9_w5a8_w5a8,0.7679333333333334,377959.7812697106,14.467988152198679,0.4913976656184806,1.0263398761714573,8,6,5,5,0,0,0,0,0.0,0,0,0
364,w8a11_w6a9_w5a8_w4a7,0.7678125,364582.1841217606,19.207108680792892,0.45527755291244676,1.014720117632286,8,6,5,4,0,0,0,0,0.0,0,0,0
365,w8a11_w6a9_w4a7_w8a11,0.7679625,362727.0318387495,18.796992481203006,0.49992733213530954,1.0290460686070495,8,6,4,8,0,0,0,0,0.0,0,0,0
366,w8a11_w6a9_w4a7_w7a10,0.7683541666666667,361253.1293020705,19.138755980861244,0.5524407390618765,1.0455011948351982,8,6,4,7,0,0,0,0,0.0,0,0,0
367,w8a11_w6a9_w4a7_w6a9,0.7679541666666667,357414.6000822706,20.027341079972658,0.48148015434718383,1.023202085212633,8,6,4,6,0,0,0,0,0.0,0,0,0
368,w8a11_w6a9_w4a7_w5a8,0.766225,356712.283230495,20.095693779904305,0.48139934087772757,1.0223309792505382,8,6,4,5,0,0,0,0,0.0,0,0,0
369,w8a11_w6a9_w4a7_w4a7,0.767625,353524.84804607154,21.78172704488494,0.4408370145097324,1.009929464451209,8,6,4,4,0,1,61891,10340,1.5,0,386,70
370,w8a11_w5a8_w8a11_w8a11,0.7662958333333333,340492.88249005895,30.91820460241513,0.519909617521971,1.0345022139570625,8,5,8,8,0,0,0,0,0.0,0,0,0
371,w8a11_w5a8_w8a11_w7a10,0.7676125,367261.7271356095,19.32102984734564,0.5001016508251789,1.0289317485192722,8,5,8,7,0,0,0,0,0.0,0,0,0
372,w8a11_w5a8_w8a11_w6a9,0.7675375,355686.4982860277,23.46776030986557,0.5040953103534593,1.0301514605117508,8,5,8,6,0,0,0,0,0.0,0,0,0
373,w8a11_w5a8_w8a11_w5a8,0.7667333333333334,353212.8583573289,23.444976076555022,0.47991620449718575,1.0221064405020184,8,5,8,5,0,0,0,0,0.0,0,0,0
